Country,Year,Group,food,Price_elasticity
AGO,SSP1_2030,fresh_dairy,fats_and_oils,-0.0482115
AGO,SSP1_2030,fresh_dairy,fresh_dairy,-0.984012
AGO,SSP1_2030,fresh_dairy,fruits_vegetables_pulses,-0.0388447
AGO,SSP1_2030,fresh_dairy,grains_flours,-0.0227621
AGO,SSP1_2030,fresh_dairy,pork,-0.0194706
AGO,SSP1_2030,fresh_dairy,poultry,-0.0603608
AGO,SSP1_2030,fresh_dairy,pres_other_dairy,-0.0227175
AGO,SSP1_2030,fresh_dairy,ruminants,-0.0154714
AGO,SSP1_2030,fresh_dairy,seafood,-0.0488056
AGO,SSP1_2030,fresh_dairy,Other,-0.0182419
AGO,SSP1_2030,fruits_vegetables_pulses,cheese,-0.000764495
AGO,SSP1_2030,fruits_vegetables_pulses,eggs,0.0168637
AGO,SSP1_2030,fruits_vegetables_pulses,fats_and_oils,-0.0395431
AGO,SSP1_2030,fruits_vegetables_pulses,fresh_dairy,-0.00184955
AGO,SSP1_2030,fruits_vegetables_pulses,fruits_vegetables_pulses,-0.675778
AGO,SSP1_2030,fruits_vegetables_pulses,grains_flours,-0.0596688
AGO,SSP1_2030,fruits_vegetables_pulses,pork,0.00320969
AGO,SSP1_2030,fruits_vegetables_pulses,poultry,-0.0516339
AGO,SSP1_2030,fruits_vegetables_pulses,pres_other_dairy,-0.0164775
AGO,SSP1_2030,fruits_vegetables_pulses,ruminants,-0.0276361
AGO,SSP1_2030,fruits_vegetables_pulses,seafood,0.012989
AGO,SSP1_2030,fruits_vegetables_pulses,Other,-0.0515461
AGO,SSP1_2030,grains_flours,cheese,0.00175184
AGO,SSP1_2030,grains_flours,eggs,0.0119896
AGO,SSP1_2030,grains_flours,fats_and_oils,-0.0121802
AGO,SSP1_2030,grains_flours,fresh_dairy,-0.00199645
AGO,SSP1_2030,grains_flours,fruits_vegetables_pulses,-0.0466039
AGO,SSP1_2030,grains_flours,grains_flours,-0.722728
AGO,SSP1_2030,grains_flours,pork,0.00961492
AGO,SSP1_2030,grains_flours,poultry,-0.0514522
AGO,SSP1_2030,grains_flours,pres_other_dairy,-0.0346427
AGO,SSP1_2030,grains_flours,ruminants,0.0280863
AGO,SSP1_2030,grains_flours,seafood,-0.0369302
AGO,SSP1_2030,grains_flours,Other,-0.05564
AGO,SSP1_2030,pork,cheese,-0.0010938
AGO,SSP1_2030,pork,eggs,-0.0200446
AGO,SSP1_2030,pork,fats_and_oils,-0.0447793
AGO,SSP1_2030,pork,fresh_dairy,-0.00264626
AGO,SSP1_2030,pork,fruits_vegetables_pulses,-0.0663051
AGO,SSP1_2030,pork,grains_flours,-0.14765
AGO,SSP1_2030,pork,pork,-0.717193
AGO,SSP1_2030,pork,poultry,-0.080152
AGO,SSP1_2030,pork,pres_other_dairy,-0.0371471
AGO,SSP1_2030,pork,ruminants,-0.0313099
AGO,SSP1_2030,pork,seafood,-0.0865061
AGO,SSP1_2030,pork,Other,-0.0737498
AGO,SSP1_2030,poultry,cheese,-0.00130373
AGO,SSP1_2030,poultry,eggs,-0.0238916
AGO,SSP1_2030,poultry,fats_and_oils,-0.0397853
AGO,SSP1_2030,poultry,fresh_dairy,0.00784985
AGO,SSP1_2030,poultry,fruits_vegetables_pulses,-0.0518009
AGO,SSP1_2030,poultry,grains_flours,-0.180153
AGO,SSP1_2030,poultry,pork,-0.0272339
AGO,SSP1_2030,poultry,poultry,-0.630996
AGO,SSP1_2030,poultry,pres_other_dairy,0.00828054
AGO,SSP1_2030,poultry,ruminants,-0.0167796
AGO,SSP1_2030,poultry,seafood,-0.126159
AGO,SSP1_2030,poultry,Other,-0.0879039
AGO,SSP1_2030,pres_other_dairy,cheese,-0.000895676
AGO,SSP1_2030,pres_other_dairy,eggs,-0.0164138
AGO,SSP1_2030,pres_other_dairy,fats_and_oils,-0.0202856
AGO,SSP1_2030,pres_other_dairy,fresh_dairy,-0.00216692
AGO,SSP1_2030,pres_other_dairy,fruits_vegetables_pulses,-0.0353412
AGO,SSP1_2030,pres_other_dairy,grains_flours,-0.0461474
AGO,SSP1_2030,pres_other_dairy,pork,-0.01871
AGO,SSP1_2030,pres_other_dairy,poultry,0.0528708
AGO,SSP1_2030,pres_other_dairy,pres_other_dairy,-0.519184
AGO,SSP1_2030,pres_other_dairy,ruminants,-0.060231
AGO,SSP1_2030,pres_other_dairy,seafood,-0.0343241
AGO,SSP1_2030,pres_other_dairy,Other,-0.060391
AGO,SSP1_2030,ruminants,cheese,-0.00121534
AGO,SSP1_2030,ruminants,eggs,-0.0217757
AGO,SSP1_2030,ruminants,fats_and_oils,-0.0414928
AGO,SSP1_2030,ruminants,fresh_dairy,-0.00294028
AGO,SSP1_2030,ruminants,fruits_vegetables_pulses,-0.0650204
AGO,SSP1_2030,ruminants,grains_flours,-0.269021
AGO,SSP1_2030,ruminants,pork,-0.024866
AGO,SSP1_2030,ruminants,poultry,-0.0756763
AGO,SSP1_2030,ruminants,pres_other_dairy,-0.0579621
AGO,SSP1_2030,ruminants,ruminants,-0.777697
AGO,SSP1_2030,ruminants,seafood,-0.0376381
AGO,SSP1_2030,ruminants,Other,-0.0819443
AGO,SSP1_2030,seafood,cheese,-0.000895626
AGO,SSP1_2030,seafood,eggs,-0.00175619
AGO,SSP1_2030,seafood,fats_and_oils,-0.0346477
AGO,SSP1_2030,seafood,fresh_dairy,-0.0021668
AGO,SSP1_2030,seafood,fruits_vegetables_pulses,-0.0533118
AGO,SSP1_2030,seafood,grains_flours,-0.0495948
AGO,SSP1_2030,seafood,pork,-0.010503
AGO,SSP1_2030,seafood,poultry,-0.0973552
AGO,SSP1_2030,seafood,pres_other_dairy,-0.0385454
AGO,SSP1_2030,seafood,ruminants,-0.0436049
AGO,SSP1_2030,seafood,seafood,-0.681466
AGO,SSP1_2030,seafood,Other,-0.0603876
AGO,SSP1_2030,Other,cheese,-0.000924459
AGO,SSP1_2030,Other,eggs,-0.0169413
AGO,SSP1_2030,Other,fats_and_oils,0.00722039
AGO,SSP1_2030,Other,fresh_dairy,0.00735878
AGO,SSP1_2030,Other,fruits_vegetables_pulses,-0.0544815
AGO,SSP1_2030,Other,grains_flours,-0.0650306
AGO,SSP1_2030,Other,pork,-0.00110484
AGO,SSP1_2030,Other,poultry,-0.0922398
AGO,SSP1_2030,Other,pres_other_dairy,-0.0243689
AGO,SSP1_2030,Other,ruminants,-0.0459615
AGO,SSP1_2030,Other,seafood,-0.0529792
AGO,SSP1_2030,Other,Other,-0.208536
AGO,SSP2_2030,cheese,cheese,-0.885338
AGO,SSP2_2030,cheese,eggs,-0.00402394
AGO,SSP2_2030,cheese,fats_and_oils,-0.00475099
AGO,SSP2_2030,cheese,fresh_dairy,-0.00178223
AGO,SSP2_2030,cheese,fruits_vegetables_pulses,-0.020912
AGO,SSP2_2030,cheese,grains_flours,-0.11624
AGO,SSP2_2030,cheese,pork,-0.00460399
AGO,SSP2_2030,cheese,poultry,-0.0250551
AGO,SSP2_2030,cheese,pres_other_dairy,0.0175937
AGO,SSP2_2030,cheese,ruminants,-0.00418525
AGO,SSP2_2030,cheese,seafood,-0.0207463
AGO,SSP2_2030,cheese,Other,-0.0115286
AGO,SSP2_2030,eggs,cheese,-0.00117
AGO,SSP2_2030,eggs,eggs,-0.937456
AGO,SSP2_2030,eggs,fats_and_oils,0.0494771
AGO,SSP2_2030,eggs,fresh_dairy,0.00666197
AGO,SSP2_2030,eggs,fruits_vegetables_pulses,-0.103292
AGO,SSP2_2030,eggs,grains_flours,-0.0196738
AGO,SSP2_2030,eggs,pork,-0.0242313
AGO,SSP2_2030,eggs,poultry,-0.0408115
AGO,SSP2_2030,eggs,pres_other_dairy,0.00816876
AGO,SSP2_2030,eggs,ruminants,-0.00241192
AGO,SSP2_2030,eggs,seafood,0.0114753
AGO,SSP2_2030,eggs,Other,-0.0168837
AGO,SSP2_2030,fats_and_oils,cheese,-0.000790106
AGO,SSP2_2030,fats_and_oils,eggs,0.00308748
AGO,SSP2_2030,fats_and_oils,fats_and_oils,-0.878069
AGO,SSP2_2030,fats_and_oils,fresh_dairy,0.00104691
AGO,SSP2_2030,fats_and_oils,fruits_vegetables_pulses,-0.0753113
AGO,SSP2_2030,fats_and_oils,grains_flours,-0.0139909
AGO,SSP2_2030,fats_and_oils,pork,-0.00328813
AGO,SSP2_2030,fats_and_oils,poultry,-0.0362585
AGO,SSP2_2030,fats_and_oils,pres_other_dairy,-0.00360671
AGO,SSP2_2030,fats_and_oils,ruminants,-0.0571622
AGO,SSP2_2030,fats_and_oils,seafood,-0.0687154
AGO,SSP2_2030,fats_and_oils,Other,-0.0537158
AGO,SSP2_2030,fresh_dairy,cheese,0.000707563
AGO,SSP2_2030,fresh_dairy,eggs,-0.0176819
AGO,SSP2_2030,fresh_dairy,fats_and_oils,0.0916671
AGO,SSP2_2030,fresh_dairy,fresh_dairy,-0.954401
AGO,SSP2_2030,fresh_dairy,fruits_vegetables_pulses,-0.00827389
AGO,SSP2_2030,fresh_dairy,grains_flours,0.00760794
AGO,SSP2_2030,fresh_dairy,pork,-0.000523174
AGO,SSP2_2030,fresh_dairy,poultry,0.0877296
AGO,SSP2_2030,fresh_dairy,pres_other_dairy,0.0127185
AGO,SSP2_2030,fresh_dairy,ruminants,0.0186954
AGO,SSP2_2030,fresh_dairy,seafood,-0.0180913
AGO,SSP2_2030,fresh_dairy,Other,0.0200399
AGO,SSP2_2030,fruits_vegetables_pulses,cheese,-0.000731991
AGO,SSP2_2030,fruits_vegetables_pulses,eggs,0.0092306
AGO,SSP2_2030,fruits_vegetables_pulses,fats_and_oils,-0.0415078
AGO,SSP2_2030,fruits_vegetables_pulses,fresh_dairy,-0.00137324
AGO,SSP2_2030,fruits_vegetables_pulses,fruits_vegetables_pulses,-0.817646
AGO,SSP2_2030,fruits_vegetables_pulses,grains_flours,-0.0303995
AGO,SSP2_2030,fruits_vegetables_pulses,pork,-0.0130214
AGO,SSP2_2030,fruits_vegetables_pulses,poultry,-0.00898084
AGO,SSP2_2030,fruits_vegetables_pulses,pres_other_dairy,-0.00443652
AGO,SSP2_2030,fruits_vegetables_pulses,ruminants,0.00374606
AGO,SSP2_2030,fruits_vegetables_pulses,seafood,0.0583782
AGO,SSP2_2030,fruits_vegetables_pulses,Other,-0.0497648
AGO,SSP2_2030,grains_flours,cheese,-0.000763003
AGO,SSP2_2030,grains_flours,eggs,-0.00747927
AGO,SSP2_2030,grains_flours,fats_and_oils,0.00391115
AGO,SSP2_2030,grains_flours,fresh_dairy,-0.00143142
AGO,SSP2_2030,grains_flours,fruits_vegetables_pulses,-0.0343321
AGO,SSP2_2030,grains_flours,grains_flours,-0.824083
AGO,SSP2_2030,grains_flours,pork,0.0387321
AGO,SSP2_2030,grains_flours,poultry,-0.0242274
AGO,SSP2_2030,grains_flours,pres_other_dairy,-0.00448987
AGO,SSP2_2030,grains_flours,ruminants,0.0476892
AGO,SSP2_2030,grains_flours,seafood,0.00530251
AGO,SSP2_2030,grains_flours,Other,-0.0518732
AGO,SSP2_2030,pork,cheese,0.00324324
AGO,SSP2_2030,pork,eggs,0.00264424
AGO,SSP2_2030,pork,fats_and_oils,-0.00601681
AGO,SSP2_2030,pork,fresh_dairy,0.00339247
AGO,SSP2_2030,pork,fruits_vegetables_pulses,-0.0311017
AGO,SSP2_2030,pork,grains_flours,-0.102159
AGO,SSP2_2030,pork,pork,-1.04058
AGO,SSP2_2030,pork,poultry,-0.041119
AGO,SSP2_2030,pork,pres_other_dairy,0.00318341
AGO,SSP2_2030,pork,ruminants,0.00997946
AGO,SSP2_2030,pork,seafood,-0.0406483
AGO,SSP2_2030,pork,Other,-0.0673057
AGO,SSP2_2030,poultry,cheese,-0.00118
AGO,SSP2_2030,poultry,eggs,0.00849444
AGO,SSP2_2030,poultry,fats_and_oils,-0.0186914
AGO,SSP2_2030,poultry,fresh_dairy,-0.00221372
AGO,SSP2_2030,poultry,fruits_vegetables_pulses,-0.0339364
AGO,SSP2_2030,poultry,grains_flours,-0.166967
AGO,SSP2_2030,poultry,pork,-0.0323654
AGO,SSP2_2030,poultry,poultry,-0.81651
AGO,SSP2_2030,poultry,pres_other_dairy,0.0319192
AGO,SSP2_2030,poultry,ruminants,-0.0341486
AGO,SSP2_2030,poultry,seafood,-0.039904
AGO,SSP2_2030,poultry,Other,-0.080223
AGO,SSP2_2030,pres_other_dairy,cheese,0.00956764
AGO,SSP2_2030,pres_other_dairy,eggs,0.00910618
AGO,SSP2_2030,pres_other_dairy,fats_and_oils,0.00948103
AGO,SSP2_2030,pres_other_dairy,fresh_dairy,0.0154932
AGO,SSP2_2030,pres_other_dairy,fruits_vegetables_pulses,-0.0155747
AGO,SSP2_2030,pres_other_dairy,grains_flours,-0.0150883
AGO,SSP2_2030,pres_other_dairy,pork,0.00849508
AGO,SSP2_2030,pres_other_dairy,poultry,0.0809241
AGO,SSP2_2030,pres_other_dairy,pres_other_dairy,-0.974774
AGO,SSP2_2030,pres_other_dairy,ruminants,-0.0594365
AGO,SSP2_2030,pres_other_dairy,seafood,-0.000895098
AGO,SSP2_2030,pres_other_dairy,Other,-0.055853
AGO,SSP2_2030,ruminants,cheese,-0.0011
AGO,SSP2_2030,ruminants,eggs,-0.00819263
AGO,SSP2_2030,ruminants,fats_and_oils,-0.00273305
AGO,SSP2_2030,ruminants,fresh_dairy,0.00367789
AGO,SSP2_2030,ruminants,fruits_vegetables_pulses,-0.0299571
AGO,SSP2_2030,ruminants,grains_flours,-0.134885
AGO,SSP2_2030,ruminants,pork,0.00764593
AGO,SSP2_2030,ruminants,poultry,-0.0564158
AGO,SSP2_2030,ruminants,pres_other_dairy,-0.0406807
AGO,SSP2_2030,ruminants,ruminants,-1.00719
AGO,SSP2_2030,ruminants,seafood,-0.00608468
AGO,SSP2_2030,ruminants,Other,-0.0747842
AGO,SSP2_2030,seafood,cheese,0.0010393
AGO,SSP2_2030,seafood,eggs,-0.0114744
AGO,SSP2_2030,seafood,fats_and_oils,-0.00408437
AGO,SSP2_2030,seafood,fresh_dairy,-0.00165728
AGO,SSP2_2030,seafood,fruits_vegetables_pulses,-0.0261607
AGO,SSP2_2030,seafood,grains_flours,-0.0250128
AGO,SSP2_2030,seafood,pork,-0.0234966
AGO,SSP2_2030,seafood,poultry,-0.0696785
AGO,SSP2_2030,seafood,pres_other_dairy,-0.00815327
AGO,SSP2_2030,seafood,ruminants,-0.0150898
AGO,SSP2_2030,seafood,seafood,-0.986812
AGO,SSP2_2030,seafood,Other,-0.0600581
AGO,SSP2_2030,Other,cheese,-0.000848298
AGO,SSP2_2030,Other,eggs,-0.00460234
AGO,SSP2_2030,Other,fats_and_oils,0.00341565
AGO,SSP2_2030,Other,fresh_dairy,-0.00101707
AGO,SSP2_2030,Other,fruits_vegetables_pulses,-0.0168772
AGO,SSP2_2030,Other,grains_flours,-0.0340447
AGO,SSP2_2030,Other,pork,0.00176554
AGO,SSP2_2030,Other,poultry,-0.0421476
AGO,SSP2_2030,Other,pres_other_dairy,0.00784869
AGO,SSP2_2030,Other,ruminants,-0.0145789
AGO,SSP2_2030,Other,seafood,-0.0223598
AGO,SSP2_2030,Other,Other,-0.198155
AGO,SSP3_2030,cheese,cheese,-0.856509
AGO,SSP3_2030,cheese,eggs,-0.00381877
AGO,SSP3_2030,cheese,fats_and_oils,-0.00496889
AGO,SSP3_2030,cheese,fresh_dairy,-0.00180404
AGO,SSP3_2030,cheese,fruits_vegetables_pulses,-0.0206068
AGO,SSP3_2030,cheese,grains_flours,-0.0820616
AGO,SSP3_2030,cheese,pork,-0.00490483
AGO,SSP3_2030,cheese,poultry,-0.0114232
AGO,SSP3_2030,cheese,pres_other_dairy,0.0175751
AGO,SSP3_2030,cheese,ruminants,-0.00636828
AGO,SSP3_2030,cheese,seafood,-0.018789
AGO,SSP3_2030,cheese,Other,-0.0103431
AGO,SSP3_2030,eggs,cheese,-0.00117
AGO,SSP3_2030,eggs,eggs,-0.707605
AGO,SSP3_2030,eggs,fats_and_oils,0.0557634
AGO,SSP3_2030,eggs,fresh_dairy,0.00699739
AGO,SSP3_2030,eggs,fruits_vegetables_pulses,-0.109323
AGO,SSP3_2030,eggs,grains_flours,-0.00155167
AGO,SSP3_2030,eggs,pork,-0.0238515
AGO,SSP3_2030,eggs,poultry,-0.023968
AGO,SSP3_2030,eggs,pres_other_dairy,0.0252635
AGO,SSP3_2030,eggs,ruminants,-0.0221898
AGO,SSP3_2030,eggs,seafood,0.0266025
AGO,SSP3_2030,eggs,Other,-0.0384415
AGO,SSP3_2030,fats_and_oils,cheese,-0.000877007
AGO,SSP3_2030,fats_and_oils,eggs,0.00246717
AGO,SSP3_2030,fats_and_oils,fats_and_oils,-1.03044
AGO,SSP3_2030,fats_and_oils,fresh_dairy,-0.00166543
AGO,SSP3_2030,fats_and_oils,fruits_vegetables_pulses,-0.0790074
AGO,SSP3_2030,fats_and_oils,grains_flours,-0.0341004
AGO,SSP3_2030,fats_and_oils,pork,-0.00384998
AGO,SSP3_2030,fats_and_oils,poultry,-0.0211411
AGO,SSP3_2030,fats_and_oils,pres_other_dairy,-0.00348501
AGO,SSP3_2030,fats_and_oils,ruminants,-0.0704368
AGO,SSP3_2030,fats_and_oils,seafood,-0.0660333
AGO,SSP3_2030,fats_and_oils,Other,-0.0543305
AGO,SSP3_2030,fresh_dairy,cheese,0.00064418
AGO,SSP3_2030,fresh_dairy,eggs,-0.0180015
AGO,SSP3_2030,fresh_dairy,fats_and_oils,0.0971716
AGO,SSP3_2030,fresh_dairy,fresh_dairy,-0.920485
AGO,SSP3_2030,fresh_dairy,fruits_vegetables_pulses,-0.00807508
AGO,SSP3_2030,fresh_dairy,grains_flours,0.0155183
AGO,SSP3_2030,fresh_dairy,pork,-0.000541293
AGO,SSP3_2030,fresh_dairy,poultry,0.113973
AGO,SSP3_2030,fresh_dairy,pres_other_dairy,0.0128312
AGO,SSP3_2030,fresh_dairy,ruminants,0.01768
AGO,SSP3_2030,fresh_dairy,seafood,-0.0103992
AGO,SSP3_2030,fresh_dairy,Other,0.0182944
AGO,SSP3_2030,fruits_vegetables_pulses,cheese,-0.000719535
AGO,SSP3_2030,fruits_vegetables_pulses,eggs,-0.00651156
AGO,SSP3_2030,fruits_vegetables_pulses,fats_and_oils,-0.0263034
AGO,SSP3_2030,fruits_vegetables_pulses,fresh_dairy,-0.00136639
AGO,SSP3_2030,fruits_vegetables_pulses,fruits_vegetables_pulses,-0.858591
AGO,SSP3_2030,fruits_vegetables_pulses,grains_flours,-0.0218429
AGO,SSP3_2030,fruits_vegetables_pulses,pork,-0.0113886
AGO,SSP3_2030,fruits_vegetables_pulses,poultry,0.00651534
AGO,SSP3_2030,fruits_vegetables_pulses,pres_other_dairy,-0.00478797
AGO,SSP3_2030,fruits_vegetables_pulses,ruminants,0.00391006
AGO,SSP3_2030,fruits_vegetables_pulses,seafood,0.0576894
AGO,SSP3_2030,fruits_vegetables_pulses,Other,-0.0445752
AGO,SSP3_2030,grains_flours,cheese,-0.000766964
AGO,SSP3_2030,grains_flours,eggs,-0.0162567
AGO,SSP3_2030,grains_flours,fats_and_oils,0.0147318
AGO,SSP3_2030,grains_flours,fresh_dairy,-0.00145646
AGO,SSP3_2030,grains_flours,fruits_vegetables_pulses,-0.0170062
AGO,SSP3_2030,grains_flours,grains_flours,-0.899797
AGO,SSP3_2030,grains_flours,pork,0.0522682
AGO,SSP3_2030,grains_flours,poultry,-0.00574686
AGO,SSP3_2030,grains_flours,pres_other_dairy,-0.00479531
AGO,SSP3_2030,grains_flours,ruminants,0.0403005
AGO,SSP3_2030,grains_flours,seafood,0.00815538
AGO,SSP3_2030,grains_flours,Other,-0.0475134
AGO,SSP3_2030,pork,cheese,0.00348567
AGO,SSP3_2030,pork,eggs,0.00261896
AGO,SSP3_2030,pork,fats_and_oils,-0.00109968
AGO,SSP3_2030,pork,fresh_dairy,0.00358206
AGO,SSP3_2030,pork,fruits_vegetables_pulses,-0.0295694
AGO,SSP3_2030,pork,grains_flours,-0.0737441
AGO,SSP3_2030,pork,pork,-1.27102
AGO,SSP3_2030,pork,poultry,-0.019107
AGO,SSP3_2030,pork,pres_other_dairy,0.00364994
AGO,SSP3_2030,pork,ruminants,0.0075136
AGO,SSP3_2030,pork,seafood,-0.0268057
AGO,SSP3_2030,pork,Other,-0.0613305
AGO,SSP3_2030,poultry,cheese,-0.00118
AGO,SSP3_2030,poultry,eggs,0.0155064
AGO,SSP3_2030,poultry,fats_and_oils,-0.0156781
AGO,SSP3_2030,poultry,fresh_dairy,-0.00224081
AGO,SSP3_2030,poultry,fruits_vegetables_pulses,-0.0341351
AGO,SSP3_2030,poultry,grains_flours,-0.10112
AGO,SSP3_2030,poultry,pork,-0.032416
AGO,SSP3_2030,poultry,poultry,-0.899252
AGO,SSP3_2030,poultry,pres_other_dairy,0.0435787
AGO,SSP3_2030,poultry,ruminants,0.0281142
AGO,SSP3_2030,poultry,seafood,-0.0536431
AGO,SSP3_2030,poultry,Other,-0.073101
AGO,SSP3_2030,pres_other_dairy,cheese,0.00948797
AGO,SSP3_2030,pres_other_dairy,eggs,0.00899089
AGO,SSP3_2030,pres_other_dairy,fats_and_oils,0.00970613
AGO,SSP3_2030,pres_other_dairy,fresh_dairy,0.0151538
AGO,SSP3_2030,pres_other_dairy,fruits_vegetables_pulses,-0.00987958
AGO,SSP3_2030,pres_other_dairy,grains_flours,-0.0149011
AGO,SSP3_2030,pres_other_dairy,pork,0.00881677
AGO,SSP3_2030,pres_other_dairy,poultry,0.0817338
AGO,SSP3_2030,pres_other_dairy,pres_other_dairy,-0.958803
AGO,SSP3_2030,pres_other_dairy,ruminants,-0.0746526
AGO,SSP3_2030,pres_other_dairy,seafood,0.00951828
AGO,SSP3_2030,pres_other_dairy,Other,-0.0488804
AGO,SSP3_2030,ruminants,cheese,-0.0011
AGO,SSP3_2030,ruminants,eggs,-0.00890059
AGO,SSP3_2030,ruminants,fats_and_oils,0.00482139
AGO,SSP3_2030,ruminants,fresh_dairy,-0.00208889
AGO,SSP3_2030,ruminants,fruits_vegetables_pulses,-0.0303089
AGO,SSP3_2030,ruminants,grains_flours,-0.0335777
AGO,SSP3_2030,ruminants,pork,0.00805693
AGO,SSP3_2030,ruminants,poultry,-0.0324214
AGO,SSP3_2030,ruminants,pres_other_dairy,-0.0411785
AGO,SSP3_2030,ruminants,ruminants,-1.0444
AGO,SSP3_2030,ruminants,seafood,0.0199402
AGO,SSP3_2030,ruminants,Other,-0.068145
AGO,SSP3_2030,seafood,cheese,0.000798906
AGO,SSP3_2030,seafood,eggs,-0.0122483
AGO,SSP3_2030,seafood,fats_and_oils,0.00867746
AGO,SSP3_2030,seafood,fresh_dairy,-0.00161444
AGO,SSP3_2030,seafood,fruits_vegetables_pulses,-0.0284028
AGO,SSP3_2030,seafood,grains_flours,-0.0235844
AGO,SSP3_2030,seafood,pork,-0.014149
AGO,SSP3_2030,seafood,poultry,-0.0479561
AGO,SSP3_2030,seafood,pres_other_dairy,-0.00811957
AGO,SSP3_2030,seafood,ruminants,-0.0159748
AGO,SSP3_2030,seafood,seafood,-1.02716
AGO,SSP3_2030,seafood,Other,-0.0526673
AGO,SSP3_2030,Other,cheese,-0.000846531
AGO,SSP3_2030,Other,eggs,-0.00489071
AGO,SSP3_2030,Other,fats_and_oils,0.0147925
AGO,SSP3_2030,Other,fresh_dairy,0.00685569
AGO,SSP3_2030,Other,fruits_vegetables_pulses,-0.0177598
AGO,SSP3_2030,Other,grains_flours,-0.0355913
AGO,SSP3_2030,Other,pork,0.00427987
AGO,SSP3_2030,Other,poultry,-0.0290802
AGO,SSP3_2030,Other,pres_other_dairy,0.00822125
AGO,SSP3_2030,Other,ruminants,-0.0156342
AGO,SSP3_2030,Other,seafood,-0.0139615
AGO,SSP3_2030,Other,Other,-0.194258
AGO,SSP4_2030,cheese,cheese,-0.805961
AGO,SSP4_2030,cheese,eggs,-0.00385431
AGO,SSP4_2030,cheese,fats_and_oils,0.0123744
AGO,SSP4_2030,cheese,fresh_dairy,-0.00174866
AGO,SSP4_2030,cheese,fruits_vegetables_pulses,-0.0205035
AGO,SSP4_2030,cheese,grains_flours,-0.0802774
AGO,SSP4_2030,cheese,pork,-0.00489447
AGO,SSP4_2030,cheese,poultry,-0.0230137
AGO,SSP4_2030,cheese,pres_other_dairy,0.017577
AGO,SSP4_2030,cheese,ruminants,-0.00507154
AGO,SSP4_2030,cheese,seafood,-0.0172415
AGO,SSP4_2030,cheese,Other,-0.0103124
AGO,SSP4_2030,eggs,cheese,-0.00117
AGO,SSP4_2030,eggs,eggs,-0.717232
AGO,SSP4_2030,eggs,fats_and_oils,0.0544952
AGO,SSP4_2030,eggs,fresh_dairy,0.00738756
AGO,SSP4_2030,eggs,fruits_vegetables_pulses,-0.0964021
AGO,SSP4_2030,eggs,grains_flours,-0.124355
AGO,SSP4_2030,eggs,pork,-0.0240922
AGO,SSP4_2030,eggs,poultry,-0.0396288
AGO,SSP4_2030,eggs,pres_other_dairy,0.0265869
AGO,SSP4_2030,eggs,ruminants,-0.00571543
AGO,SSP4_2030,eggs,seafood,0.0289444
AGO,SSP4_2030,eggs,Other,-0.0215677
AGO,SSP4_2030,fats_and_oils,cheese,-0.000871689
AGO,SSP4_2030,fats_and_oils,eggs,0.00266104
AGO,SSP4_2030,fats_and_oils,fats_and_oils,-1.02769
AGO,SSP4_2030,fats_and_oils,fresh_dairy,-0.00160452
